Worksheet Filter,Measure Display,Number of Records,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,City,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Seasonally Adjusted,last_updated,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Begin,Period Duration,Period End,Price Drops,Price Drops Mom,Price Drops Yoy,Property Type,property_type_id,Region,Region Type,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy,State,State Code,Table Id
Value,,1,0.983780613,-0.70%,1.40%,Atlanta,101,1.00%,40.30%,53,-11.70%,-22.10%,FALSE,3/15/2020 14:30,35,8.5,-14,208.3045034,0.028038712,0.028851927,255000,0.085568327,-0.037735849,210.5194833,0.003154101,0.102721103,$280K,8.30%,19.70%,,,,61,-25.60%,-21.80%,0.2,-0.104347826,-0.107692308,"Atlanta, GA",12060,10,-0.565217391,-0.615384615,10/1/2016,90,12/31/2016,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.227722772,-0.012277228,0.116611661,Georgia,GA,149132
Value,,1,0.980320375,-0.30%,0.80%,Atlanta,75,-25.70%,31.60%,55,3.80%,-17.90%,FALSE,3/15/2020 14:30,43,8,-10,214.1011443,0.027827727,0.027352068,239900,-0.059215686,-0.135339701,206.2068966,-0.020485452,0.300403852,$257K,-8.20%,12.70%,,,,63,3.30%,-28.40%,0.47826087,0.27826087,0.055183946,"Atlanta, GA",12060,23,1.3,-0.115384615,11/1/2016,90,1/31/2017,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.24,0.012277228,0.099649123,Georgia,GA,149132
Value,,1,0.980877009,0.10%,0.60%,Atlanta,69,-8.00%,1.50%,63,14.50%,-3.10%,FALSE,3/15/2020 14:30,46,3,-3,239.96,0.12077869,0.327778667,265000,0.104626928,0.106702861,208.694146,0.012061912,0.179160308,$238K,-7.40%,2.80%,,,,73,15.90%,-20.70%,0.45,-0.02826087,-0.011538462,"Atlanta, GA",12060,20,-0.130434783,-0.230769231,12/1/2016,90,2/28/2017,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.246376812,0.006376812,0.11402387,Georgia,GA,149132
Value,,1,0.987746851,0.70%,0.00%,Atlanta,69,0.00%,-12.70%,61,-3.20%,7.00%,FALSE,3/15/2020 14:30,35.5,-10.5,-6.5,235.7142857,-0.017693425,0.117530999,265000,0,0.140030114,222.1509651,0.064481057,0.245632197,$250K,4.90%,1.90%,,,,108,47.90%,-3.60%,0.6,0.15,-0.066666667,"Atlanta, GA",12060,35,0.75,-0.102564103,1/1/2017,90,3/31/2017,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.275362319,0.028985507,-0.003118694,Georgia,GA,149132
Value,,1,0.988452846,0.10%,-0.40%,Atlanta,79,14.50%,-22.50%,72,18.00%,20.00%,FALSE,3/15/2020 14:30,25,-10.5,-6,236.1299053,0.001763235,0.098227329,265000,0,0.104626928,216.5002889,-0.025436199,0.190492345,$244K,-2.20%,3.90%,,,,123,13.90%,2.50%,0.451612903,-0.148387097,-0.09124424,"Atlanta, GA",12060,31,-0.114285714,-0.114285714,2/1/2017,90,4/30/2017,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.303797468,0.02843515,-0.05894763,Georgia,GA,149132
Value,,1,0.987576189,-0.10%,-1.10%,Atlanta,93,17.70%,-14.70%,65,-9.70%,-7.10%,FALSE,3/15/2020 14:30,21,-4,2,230.3523035,-0.024467895,0.071220205,279900,0.056226415,0.078612717,217.7925434,0.005968835,0.197598197,$273K,11.70%,29.80%,,,,115,-6.50%,-6.50%,0.407407407,-0.044205496,0.074074074,"Atlanta, GA",12060,27,-0.129032258,0.285714286,3/1/2017,90,5/31/2017,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.311827957,0.008030489,-0.064318832,Georgia,GA,149132
Value,,1,0.984496941,-0.30%,-1.30%,Atlanta,93,0.00%,-5.10%,81,24.60%,2.50%,FALSE,3/15/2020 14:30,20.5,-0.5,-5.5,228.601562,-0.007600278,0.074783646,292450,0.044837442,0.172144289,217.7925434,0,0.068777067,$273K,0.00%,29.80%,,,,124,7.80%,3.30%,0.551724138,0.144316731,0.090185676,"Atlanta, GA",12060,29,0.074074074,0.115384615,4/1/2017,90,6/30/2017,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.279569892,-0.032258065,-0.067368883,Georgia,GA,149132
Value,,1,0.984280899,0.00%,-0.80%,Atlanta,100,7.50%,7.50%,78,-3.70%,8.30%,FALSE,3/15/2020 14:30,20,-0.5,-14,228.2129762,-0.001699839,0.105031253,297000,0.015558215,0.192771084,217.2424222,-0.002525895,0.058946683,$275K,1.00%,31.10%,,,,106,-14.50%,-4.50%,0.44,-0.111724138,0.134444444,"Atlanta, GA",12060,25,-0.137931034,-0.305555556,5/1/2017,90,7/31/2017,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.26,-0.019569892,-0.008817204,Georgia,GA,149132
Value,,1,0.988257851,0.40%,-0.10%,Atlanta,92,-8.00%,1.10%,79,1.30%,-7.10%,FALSE,3/15/2020 14:30,24,4,-11,238.9937107,0.047239796,0.154716981,307500,0.035353535,0.336956522,223.2746955,0.027767474,0.044446059,$266K,-3.20%,7.60%,,,,127,19.80%,1.60%,0.4,-0.04,-0.1625,"Atlanta, GA",12060,35,0.4,0.09375,6/1/2017,90,8/31/2017,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.206521739,-0.053478261,-0.079192547,Georgia,GA,149132
Value,,1,0.995432377,0.70%,0.60%,Atlanta,97,5.40%,4.30%,67,-15.20%,0.00%,FALSE,3/15/2020 14:30,29,5,-6,249.8214286,0.045305451,0.215388913,342000,0.112195122,0.399093453,203.5249685,-0.088454838,0.012352175,$242K,-9.10%,-2.20%,,,,94,-26.00%,-16.10%,0.3125,-0.0875,-0.051136364,"Atlanta, GA",12060,16,-0.542857143,-0.515151515,7/1/2017,90,9/30/2017,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.24742268,0.040900941,0.000110852,Georgia,GA,149132
Value,,1,0.995020123,0.00%,0.20%,Atlanta,90,-7.20%,-10.00%,56,-16.40%,-18.80%,FALSE,3/15/2020 14:30,43,14,16,252.3713534,0.01020699,0.211382496,409950,0.198684211,0.677071231,225.5244009,0.108092056,0.082517124,$298K,23.00%,10.70%,,,,94,0.00%,-11.30%,0.3125,0,-0.122282609,"Atlanta, GA",12060,32,1,0.391304348,8/1/2017,90,10/31/2017,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.2,-0.04742268,-0.04,Georgia,GA,149132
Value,,1,0.992309576,-0.30%,0.10%,Atlanta,76,-15.60%,-24.00%,62,10.70%,3.30%,FALSE,3/15/2020 14:30,33.5,-9.5,7,249.2327366,-0.012436502,0.230030543,339000,-0.173069887,0.443167305,223.5772358,-0.008633944,0.065376076,$288K,-3.40%,11.20%,,,,83,-11.70%,1.20%,0.47826087,0.16576087,0.173913043,"Atlanta, GA",12060,23,-0.28125,0,9/1/2017,90,11/30/2017,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.210526316,0.010526316,-0.029473684,Georgia,GA,149132
Value,,1,0.989317385,-0.30%,0.60%,Atlanta,72,-5.30%,-28.70%,54,-12.90%,1.90%,FALSE,3/15/2020 14:30,22,-11.5,-13,252.4308153,0.012831696,0.211835611,335000,-0.01179941,0.31372549,249.8214286,0.117383117,0.186690299,$320K,11.30%,14.30%,,,,81,-2.40%,32.80%,0.4375,-0.04076087,0.2375,"Atlanta, GA",12060,16,-0.304347826,0.6,10/1/2017,90,12/31/2017,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.236111111,0.025584795,0.008388339,Georgia,GA,149132
Value,,1,0.989482727,0.00%,0.90%,Atlanta,68,-5.60%,-9.30%,50,-7.40%,-9.10%,FALSE,3/15/2020 14:30,17.5,-4.5,-25.5,264.9218021,0.049482813,0.23736752,305000,-0.089552239,0.271363068,243.6472347,-0.024714429,0.181566857,$276K,-13.80%,7.40%,,,,87,7.40%,38.10%,0.586206897,0.148706897,0.107946027,"Atlanta, GA",12060,29,0.8125,0.260869565,11/1/2017,90,1/31/2018,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.264705882,0.028594771,0.024705882,Georgia,GA,149132
Value,,1,0.983337925,-0.60%,0.20%,Atlanta,80,17.60%,15.90%,51,2.00%,-19.00%,FALSE,3/15/2020 14:30,20,2.5,-26,281.202046,0.061453017,0.171870504,280000,-0.081967213,0.056603774,246.7534321,0.012748749,0.182368729,$281K,1.80%,18.10%,,,,89,2.30%,21.90%,0.551724138,-0.034482759,0.101724138,"Atlanta, GA",12060,29,0,0.45,12/1/2017,90,2/28/2018,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.25,-0.014705882,0.003623188,Georgia,GA,149132
Value,,1,0.986851785,0.40%,-0.10%,Atlanta,91,13.80%,31.90%,53,3.90%,-13.10%,FALSE,3/15/2020 14:30,19.5,-0.5,-16,282.8292683,0.005786666,0.199881744,280000,0,0.056603774,257.8268877,0.044876602,0.160593147,$278K,-1.20%,11.20%,,,,100,12.40%,-7.40%,0.695652174,0.143928036,0.095652174,"Atlanta, GA",12060,23,-0.206896552,-0.342857143,1/1/2018,90,3/31/2018,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.25,0,-0.025362319,Georgia,GA,149132
Value,,1,0.990643663,0.40%,0.20%,Atlanta,89,-2.20%,12.70%,47,-11.30%,-34.70%,FALSE,3/15/2020 14:30,14,-5.5,-11,273.1707317,-0.034149707,0.156866308,280000,0,0.056603774,249.8596294,-0.03090158,0.154084508,$283K,2.00%,16.00%,,,,97,-3.00%,-21.10%,0.636363636,-0.059288538,0.184750733,"Atlanta, GA",12060,33,0.434782609,0.064516129,2/1/2018,90,4/30/2018,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.314606742,0.064606742,0.010809273,Georgia,GA,149132
Value,,1,0.993334286,0.30%,0.60%,Atlanta,98,10.10%,5.40%,61,29.80%,-6.20%,FALSE,3/15/2020 14:30,14.5,0.5,-6.5,282.8292683,0.035357143,0.227811765,339900,0.213928571,0.214362272,256.8069307,0.027804817,0.179135551,$282K,-0.50%,3.30%,,,,106,9.30%,-7.80%,0.62962963,-0.006734007,0.222222222,"Atlanta, GA",12060,27,-0.181818182,0,3/1/2018,90,5/31/2018,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.326530612,0.011923871,0.014702655,Georgia,GA,149132
Value,,1,0.9964229,0.30%,1.20%,Atlanta,89,-9.20%,-4.30%,64,4.90%,-21.00%,FALSE,3/15/2020 14:30,14,-0.5,-6.5,282.3100357,-0.001835852,0.234943599,339900,0,0.162249957,267.6459293,0.0422068,0.228903089,$290K,3.00%,6.40%,,,,118,11.30%,-4.80%,0.393939394,-0.235690236,-0.157784744,"Atlanta, GA",12060,33,0.222222222,0.137931034,4/1/2018,90,6/30/2018,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.337078652,0.010548039,0.057508759,Georgia,GA,149132
Value,,1,0.99436893,-0.20%,1.00%,Atlanta,102,14.60%,2.00%,69,7.80%,-11.50%,FALSE,3/15/2020 14:30,15.5,1.5,-4.5,283.1445703,0.002956093,0.240703202,339000,-0.002647838,0.141414141,281.3346852,0.051145018,0.295026461,$325K,12.10%,18.10%,,,,134,13.60%,26.40%,0.710526316,0.316586922,0.270526316,"Atlanta, GA",12060,38,0.151515152,0.52,5/1/2018,90,7/31/2018,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.264705882,-0.072372769,0.004705882,Georgia,GA,149132
Value,,1,0.999177213,0.50%,1.10%,Atlanta,110,7.80%,19.60%,82,18.80%,3.80%,FALSE,3/15/2020 14:30,15,-0.5,-9,276.8369414,-0.022277061,0.158344044,350000,0.032448378,0.138211382,275.4662841,-0.020859146,0.233755054,$316K,-2.80%,18.60%,,,,139,3.70%,9.40%,0.454545455,-0.255980861,0.054545455,"Atlanta, GA",12060,33,-0.131578947,-0.057142857,6/1/2018,90,8/31/2018,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.272727273,0.00802139,0.066205534,Georgia,GA,149132
Value,,1,0.99154573,-0.80%,-0.40%,Atlanta,99,-10.00%,2.10%,79,-3.70%,17.90%,FALSE,3/15/2020 14:30,17,2,-12,285.5093257,0.031326687,0.142853627,365000,0.042857143,0.067251462,262.1337589,-0.048399844,0.287968551,$312K,-1.30%,28.90%,,,,129,-7.20%,37.20%,0.16,-0.294545455,-0.1525,"Atlanta, GA",12060,25,-0.242424242,0.5625,7/1/2018,90,9/30/2018,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.242424242,-0.03030303,-0.004998438,Georgia,GA,149132
Value,,1,0.990240607,-0.10%,-0.50%,Atlanta,93,-6.10%,3.30%,86,8.90%,53.60%,FALSE,3/15/2020 14:30,17,0,-26,297.8655623,0.043277874,0.180266929,370000,0.01369863,-0.097450909,245.2962963,-0.064232332,0.087670759,$304K,-2.60%,2.10%,,,,115,-10.90%,22.30%,0.333333333,0.173333333,0.020833333,"Atlanta, GA",12060,21,-0.16,-0.34375,8/1/2018,90,10/31/2018,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.258064516,0.015640274,0.058064516,Georgia,GA,149132
Value,,1,0.986080557,-0.40%,-0.60%,Atlanta,62,-33.30%,-18.40%,83,-3.50%,33.90%,FALSE,3/15/2020 14:30,25,8,-8.5,292.8388747,-0.016875692,0.174961519,346500,-0.063513514,0.022123894,267.3076923,0.089733911,0.195594406,$331K,9.10%,15.30%,,,,90,-21.70%,8.40%,0.315789474,-0.01754386,-0.162471396,"Atlanta, GA",12060,19,-0.095238095,-0.173913043,9/1/2018,90,11/30/2018,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.274193548,0.016129032,0.063667233,Georgia,GA,149132
Value,,1,0.988775872,0.30%,-0.10%,Atlanta,66,6.50%,-8.30%,77,-7.20%,42.60%,FALSE,3/15/2020 14:30,26.5,1.5,4.5,287.8788158,-0.016937843,0.140426598,299999,-0.13420202,-0.104480597,262.2252747,-0.019013361,0.04965085,$338K,1.80%,5.50%,,,,81,-10.00%,0.00%,0.291666667,-0.024122807,-0.145833333,"Atlanta, GA",12060,24,0.263157895,0.5,10/1/2018,90,12/31/2018,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.257575758,-0.016617791,0.021464646,Georgia,GA,149132
Value,,1,0.985343141,-0.30%,-0.40%,Atlanta,60,-9.10%,-11.80%,79,2.60%,58.00%,FALSE,3/15/2020 14:30,38,11.5,20.5,273.9596687,-0.048350717,0.034115224,299000,-0.003330011,-0.019672131,245.852187,-0.062439014,0.009049774,$301K,-10.80%,9.10%,,,,89,9.90%,2.30%,0.47826087,0.186594203,-0.107946027,"Atlanta, GA",12060,23,-0.041666667,-0.206896552,11/1/2018,90,1/31/2019,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.216666667,-0.040909091,-0.048039216,Georgia,GA,149132
Value,,1,0.978168941,-0.70%,-0.50%,Atlanta,74,23.30%,-7.50%,70,-11.40%,37.30%,FALSE,3/15/2020 14:30,43,5,23,289.6869919,0.05740744,0.030173841,299000,0,0.067857143,252.1951796,0.025800025,0.022053381,$286K,-5.10%,1.60%,,,,84,-5.60%,-5.60%,0.391304348,-0.086956522,-0.16041979,"Atlanta, GA",12060,23,0,-0.206896552,12/1/2018,90,2/28/2019,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.148648649,-0.068018018,-0.101351351,Georgia,GA,149132
Value,,1,0.980863592,0.30%,-0.60%,Atlanta,74,0.00%,-18.70%,82,17.10%,54.70%,FALSE,3/15/2020 14:30,43,0,23.5,293.8296903,0.014300602,0.038894214,314999,0.053508361,0.124996429,281.2872467,0.115355366,0.090992678,$290K,1.60%,4.50%,,,,105,25.00%,5.00%,0.444444444,0.053140097,-0.251207729,"Atlanta, GA",12060,27,0.173913043,0.173913043,1/1/2019,90,3/31/2019,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.133333333,-0.015315315,-0.116666667,Georgia,GA,149132
Value,,1,0.982076521,0.10%,-0.90%,Atlanta,93,25.70%,4.50%,81,-1.20%,72.30%,FALSE,3/15/2020 14:30,24.5,-18.5,10.5,281.9903499,-0.040293207,0.032286102,319900,0.01555878,0.1425,291.7307692,0.037127608,0.167578652,$330K,13.80%,16.60%,,,,109,3.80%,12.40%,0.447368421,0.002923977,-0.188995215,"Atlanta, GA",12060,38,0.407407407,0.151515152,2/1/2019,90,4/30/2019,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.170212766,0.036879433,-0.144393976,Georgia,GA,149132
Value,,1,0.985208219,0.30%,-0.80%,Atlanta,100,7.50%,2.00%,93,14.80%,52.50%,FALSE,3/15/2020 14:30,22,-2.5,7.5,284.6459992,0.009417518,0.006423419,337500,0.055017193,-0.0070609,284.0097403,-0.026466283,0.105927085,$319K,-3.30%,13.30%,,,,133,22.00%,25.50%,0.384615385,-0.062753036,-0.245014245,"Atlanta, GA",12060,26,-0.315789474,-0.037037037,3/1/2019,90,5/31/2019,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.178217822,0.008005056,-0.14831279,Georgia,GA,149132
Value,,1,0.986973292,0.20%,-0.90%,Atlanta,101,1.00%,13.50%,93,0.00%,45.30%,FALSE,3/15/2020 14:30,20,-2,6,272.6384291,-0.042184222,-0.034258813,339900,0.007111111,0,281.444263,-0.009033061,0.051554431,$327K,2.50%,12.80%,,,,119,-10.50%,0.80%,0.363636364,-0.020979021,-0.03030303,"Atlanta, GA",12060,22,-0.153846154,-0.333333333,4/1/2019,90,6/30/2019,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.207920792,0.02970297,-0.12915786,Georgia,GA,149132
Value,,1,0.986073916,-0.10%,-0.80%,Atlanta,92,-8.90%,-9.80%,83,-10.80%,20.30%,FALSE,3/15/2020 14:30,23,3,7.5,288.5283893,0.058282174,0.019014382,339000,-0.002647838,0,262.1546961,-0.068537787,-0.068174989,$322K,-1.60%,-1.00%,,,,113,-5.00%,-15.70%,0.344827586,-0.018808777,-0.36569873,"Atlanta, GA",12060,29,0.318181818,-0.236842105,5/1/2019,90,7/31/2019,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.206521739,-0.001399053,-0.058184143,Georgia,GA,149132
Value,,1,0.982767301,-0.30%,-1.60%,Atlanta,90,-2.20%,-18.20%,93,12.00%,13.40%,FALSE,3/15/2020 14:30,28,5,13,285.6190476,-0.010083381,0.031723029,334450,-0.013421829,-0.044428571,286.6093207,0.093283183,0.040451544,$336K,4.30%,6.20%,,,,110,-2.70%,-20.90%,0.384615385,0.039787798,-0.06993007,"Atlanta, GA",12060,26,-0.103448276,-0.212121212,6/1/2019,90,8/31/2019,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.177777778,-0.028743961,-0.094949495,Georgia,GA,149132
Value,,1,0.979494594,-0.30%,-1.20%,Atlanta,84,-6.70%,-15.20%,103,10.80%,30.40%,FALSE,3/15/2020 14:30,30,2,13,291.6194861,0.021008538,0.021400914,339900,0.01629541,-0.068767123,281.3664596,-0.01829271,0.073369797,$325K,-3.30%,4.00%,,,,117,6.40%,-9.30%,0.55,0.165384615,0.39,"Atlanta, GA",12060,20,-0.230769231,-0.2,7/1/2019,90,9/30/2019,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.154761905,-0.023015873,-0.087662338,Georgia,GA,149132
Value,,1,0.980025545,0.10%,-1.00%,Atlanta,90,7.10%,-3.20%,109,5.80%,26.70%,FALSE,3/15/2020 14:30,44,14,27,285.1960732,-0.022026693,-0.042534253,339900,0,-0.081351351,288.4605769,0.025213088,0.175967926,$308K,-5.00%,1.40%,,,,115,-1.70%,0.00%,0.380952381,-0.169047619,0.047619048,"Atlanta, GA",12060,21,0.05,0,8/1/2019,90,10/31/2019,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.133333333,-0.021428571,-0.124731183,Georgia,GA,149132
Value,,1,0.983031115,0.30%,-0.30%,Atlanta,76,-15.60%,22.60%,98,-10.10%,18.10%,FALSE,3/15/2020 14:30,44,0,19,269.4444444,-0.055230875,-0.079888404,329000,-0.032068255,-0.050505051,287.7905141,-0.002322892,0.076626384,$308K,0.00%,-7.00%,,,,93,-19.10%,3.30%,0.133333333,-0.247619048,-0.18245614,"Atlanta, GA",12060,15,-0.285714286,-0.210526316,9/1/2019,90,11/30/2019,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.131578947,-0.001754386,-0.142614601,Georgia,GA,149132
Value,,1,0.981927237,-0.10%,-0.70%,Atlanta,76,0.00%,15.20%,84,-14.30%,9.10%,FALSE,3/15/2020 14:30,52,8,25.5,268.2299902,-0.004507253,-0.068253808,363900,0.106079027,0.213004043,285.1035051,-0.009336683,0.087246473,$321K,4.00%,-5.00%,,,,75,-19.40%,-7.40%,0,-0.133333333,-0.291666667,"Atlanta, GA",12060,14,-0.066666667,-0.416666667,10/1/2019,90,12/31/2019,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.118421053,-0.013157895,-0.139154705,Georgia,GA,149132
Value,,1,0.979800986,-0.20%,-0.60%,Atlanta,53,-30.30%,-11.70%,89,6.00%,12.70%,FALSE,3/15/2020 14:30,55,3,17,264.0322289,-0.015649858,-0.036236866,333000,-0.084913438,0.113712375,277.6280323,-0.026220207,0.129247763,$334K,4.20%,11.00%,,,,81,8.00%,-9.00%,0.333333333,0.333333333,-0.144927536,"Atlanta, GA",12060,21,0.5,-0.086956522,11/1/2019,90,1/31/2020,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.094339623,-0.02408143,-0.122327044,Georgia,GA,149132
Value,,1,0.979180238,-0.10%,0.10%,Atlanta,57,7.50%,-23.00%,90,1.10%,28.60%,FALSE,3/15/2020 14:30,64,9,21,286.7924528,0.086202446,-0.009991954,390000,0.171171171,0.304347826,263.5658915,-0.050651012,0.045086952,$329K,-1.60%,15.00%,,,,99,22.20%,17.90%,0.52,0.186666667,0.128695652,"Atlanta, GA",12060,25,0.19047619,0.086956522,12/1/2019,90,2/29/2020,,,,All Residential,-1,"Atlanta, GA - Old Fourth Ward",Neighborhood,1,0.120689655,0.026350033,-0.027958993,Georgia,GA,149132
Value,,1,0.96087188,0.30%,3.40%,Atlanta,33,22.20%,17.90%,83,2.50%,-15.30%,FALSE,3/15/2020 14:30,93,-6,-4.5,212.7162177,-0.015996202,0.031127529,337425,-0.231378132,-0.1564375,190.9968759,0,-0.161450606,$350K,-5.50%,-13.50%,,,,56,30.20%,40.00%,0.2,-0.3,-0.3,"Atlanta, GA",12060,10,1.5,4,12/1/2011,90,2/29/2012,,,,All Residential,-1,"Atlanta, GA - Virginia Highland",Neighborhood,1,0.121212121,0.047138047,0.04978355,Georgia,GA,148551
Value,,1,0.966506564,0.60%,2.60%,Atlanta,39,18.20%,21.90%,86,3.60%,-17.30%,FALSE,3/15/2020 14:30,92,-1,-68,208.0460091,-0.021955113,-0.030217089,357425,0.059272431,-0.148988095,193.7925814,0.014637441,-0.149176389,$426K,21.70%,-11.40%,,,,70,25.00%,14.80%,0.333333333,0.133333333,-0.041666667,"Atlanta, GA",12060,15,0.5,0.875,1/1/2012,90,3/31/2012,,,,All Residential,-1,"Atlanta, GA - Virginia Highland",Neighborhood,1,0.153846154,0.032634033,0.091346154,Georgia,GA,148551
Value,,1,0.963594349,-0.30%,2.20%,Atlanta,43,10.30%,22.90%,81,-5.80%,-24.30%,FALSE,3/15/2020 14:30,91,-1,-75,209.264432,0.005856507,-0.044042026,375000,0.049171155,-0.132947977,202.020202,0.042455808,-0.028148148,$426K,0.00%,-11.20%,,,,69,-1.40%,-9.20%,0.272727273,-0.060606061,0.090909091,"Atlanta, GA",12060,11,-0.266666667,0,2/1/2012,90,4/30/2012,,,,All Residential,-1,"Atlanta, GA - Virginia Highland",Neighborhood,1,0.139534884,-0.01431127,0.053820598,Georgia,GA,148551
Value,,1,0.962755066,-0.10%,1.60%,Atlanta,49,14.00%,8.90%,73,-9.90%,-34.80%,FALSE,3/15/2020 14:30,32,-59,-109,214.2516683,0.023832221,-0.023705152,412449.5,0.099865333,-0.01786046,227.579119,0.126516639,0.093156175,$440K,3.10%,-8.40%,,,,62,-10.10%,-22.50%,0.357142857,0.084415584,-0.017857143,"Atlanta, GA",12060,14,0.272727273,0.75,3/1/2012,90,5/31/2012,,,,All Residential,-1,"Atlanta, GA - Virginia Highland",Neighborhood,1,0.102040816,-0.037494067,0.03537415,Georgia,GA,148551
Value,,1,0.968971987,0.60%,0.90%,Atlanta,57,16.30%,7.50%,74,1.40%,-33.90%,FALSE,3/15/2020 14:30,46,14,-29,229.7573436,0.072371317,0.023915414,439450,0.065463772,0.098899725,216.0665734,-0.050587003,0.052424268,$400K,-9.00%,-11.10%,,,,62,0.00%,-19.50%,0.461538462,0.104395604,0.461538462,"Atlanta, GA",12060,13,-0.071428571,0.444444444,4/1/2012,90,6/30/2012,,,,All Residential,-1,"Atlanta, GA - Virginia Highland",Neighborhood,1,0.140350877,0.038310061,0.02714333,Georgia,GA,148551
Value,,1,0.96991737,0.10%,1.30%,Atlanta,63,10.50%,31.30%,75,1.40%,-27.90%,FALSE,3/15/2020 14:30,46,0,-9.5,225.5560558,-0.018285761,-0.002326363,430000,-0.021504153,0.077694236,211.6482118,-0.020449075,0.017876972,$422K,5.50%,-1.50%,,,,63,1.60%,-10.00%,0.285714286,-0.175824176,-0.114285714,"Atlanta, GA",12060,7,-0.461538462,-0.3,5/1/2012,90,7/31/2012,,,,All Residential,-1,"Atlanta, GA - Virginia Highland",Neighborhood,1,0.158730159,0.018379282,0.033730159,Georgia,GA,148551
Value,,1,0.966982759,-0.30%,0.90%,Atlanta,60,-4.80%,27.70%,69,-8.00%,-32.40%,FALSE,3/15/2020 14:30,51,5,-68,220.8835341,-0.020715567,0.000744554,427450,-0.005930233,0.086277001,208.3464696,-0.015600142,0.013903246,$434K,2.80%,11.20%,,,,60,-4.80%,-6.30%,0.166666667,-0.119047619,0.055555556,"Atlanta, GA",12060,12,0.714285714,0.333333333,6/1/2012,90,8/31/2012,,,,All Residential,-1,"Atlanta, GA - Virginia Highland",Neighborhood,1,0.183333333,0.024603175,0.055673759,Georgia,GA,148551
